,Unnamed: 0,time,median_100_200Hz,avg_100_200Hz,median_400_600Hz,avg_400_600Hz,median_800_1000Hz,avg_800_1000Hz,median_1000_1200Hz,avg_1000_1200Hz,median_1600_1800Hz,avg_1600_1800Hz,median_2000_2600Hz,avg_2000_2600Hz,median_3000_4000Hz,avg_3000_4000Hz
162,18,2023-06-06 09:15:00,-10.386536534421683,-10.19384366308753,-9.404393847044789,-9.15666241257615,-8.278088256265802,-8.10288783068594,-8.608494948705191,-8.432644040273761,-10.28392953019478,-10.100744760222518,-10.834888349983704,-10.637378926586502,-11.343677816177786,-11.129580622148932
163,19,2023-06-06 09:45:00,-10.386536534421683,-10.19384366308753,-9.404393847044789,-9.15666241257615,-8.288582393398428,-8.118005737665026,-8.609913167968733,-8.432644040273761,-10.287481633125156,-10.109424788196174,-10.818044866002644,-10.622163644869074,-11.343677816177786,-11.129580622148932
164,20,2023-06-06 10:15:00,-10.386536534421683,-10.191112121835776,-9.404393847044789,-9.15082224330268,-8.288582393398428,-8.118005737665026,-8.630426109756117,-8.436053160925947,-10.347854467735145,-10.172880520307691,-10.835856665810764,-10.642242532788648,-11.343538291588862,-11.125495415914656
165,21,2023-06-06 10:45:00,-10.3180590089144,-10.114938464473816,-9.40851863765397,-9.15666241257615,-8.288582393398428,-8.118005737665026,-8.635351579569573,-8.438202131224369,-10.347854467735145,-10.172880520307691,-10.87461625336497,-10.67930558069184,-11.339516235292027,-11.125495415914656
166,22,2023-06-06 11:15:00,-10.295064619212468,-10.087371538913162,-9.40851863765397,-9.15082224330268,-8.278088256265802,-8.10288783068594,-8.630426109756117,-8.432644040273761,-10.347854467735145,-10.172880520307691,-10.876691768364934,-10.685706524877826,-11.343538291588862,-11.12627587694372
167,23,2023-06-06 11:45:00,-10.3180590089144,-10.114938464473816,-9.40851863765397,-9.149799126815244,-8.289675193853881,-8.11103731651125,-8.609913167968733,-8.421836973037625,-10.347854467735145,-10.172880520307691,-10.885947255653216,-10.690758752200276,-11.343538291588862,-11.12627587694372
168,24,2023-06-06 12:15:00,-10.3180590089144,-10.114938464473816,-9.40851863765397,-9.149799126815244,-8.299837390481223,-8.119065228842748,-8.569895836022312,-8.381737046319197,-10.34286087382674,-10.170368770680856,-10.876691768364934,-10.685706524877826,-11.343677816177786,-11.129580622148932
169,25,2023-06-06 12:45:00,-10.296287585174884,-10.087371538913162,-9.427335607141242,-9.149799126815244,-8.299837390481223,-8.119065228842748,-8.556003980266741,-8.358694398566689,-10.327919413696412,-10.154965959167816,-10.885947255653216,-10.690758752200276,-11.340698869099898,-11.12627587694372
170,26,2023-06-06 13:15:00,-10.296287585174884,-10.068104851792372,-9.427335607141242,-9.149799126815244,-8.293443709941005,-8.11103731651125,-8.527607545693828,-8.318976803489813,-10.295704103456286,-10.11916256749795,-10.885947255653216,-10.690758752200276,-11.340698869099898,-11.12627587694372
171,27,2023-06-06 13:45:00,-10.146054531844296,-9.943573482534724,-9.422626699962375,-9.1341941948579,-8.293443709941005,-8.11103731651125,-8.477442839707216,-8.30808367241756,-10.215092581266392,-10.034372988822312,-10.87461625336497,-10.686591613057823,-11.344186485884462,-11.130502649358396
172,28,2023-06-06 14:15:00,-9.951297623192652,-9.716603555259027,-9.422626699962375,-9.1341941948579,-8.293443709941005,-8.11103731651125,-8.47540727210257,-8.283131614322086,-10.190672204408246,-10.00081979369238,-10.869342421886044,-10.685706524877826,-11.357067800984206,-11.143246877468863
173,29,2023-06-06 14:45:00,-9.898322731889452,-9.678653982521682,-9.422626699962375,-9.1341941948579,-8.293443709941005,-8.11103731651125,-8.441139165136523,-8.25172427568401,-10.148804502179484,-9.958450715328109,-10.843479057625876,-10.653400388126103,-11.358091692545235,-11.148684280239337
174,30,2023-06-06 15:15:00,-9.898322731889452,-9.678653982521682,-9.422626699962375,-9.1341941948579,-8.293443709941005,-8.096162960016716,-8.399887300290045,-8.20728559115389,-10.094079024054944,-9.903281798105764,-10.817782809031598,-10.60618116909746,-11.367300701401804,-11.155112980136904
175,31,2023-06-06 15:45:00,-9.894152370119237,-9.657616969062452,-9.422626699962375,-9.1341941948579,-8.243089722159665,-8.05808388779794,-8.346750971937071,-8.159417943579992,-10.053229477967356,-9.862056130376075,-10.80860916807242,-10.59390658572366,-11.378923103278574,-11.165555376084756
176,32,2023-06-06 16:15:00,-9.889113063901153,-9.654716301540995,-9.375746109275337,-9.080037608926894,-8.237015487103278,-8.057623406097344,-8.274743456798875,-8.098288962750862,-10.013697713806208,-9.830764735334911,-10.80860916807242,-10.59390658572366,-11.378923103278574,-11.165555376084756
177,33,2023-06-06 16:45:00,-9.756802155841257,-9.51564976233752,-9.337007587660093,-9.029585612031283,-8.243089722159665,-8.057623406097344,-8.273593241992945,-8.090255389450897,-10.0086438219642,-9.82848386791018,-10.79172986528091,-10.588160520586628,-11.381458595328343,-11.165661299497856
178,34,2023-06-06 17:15:00,-9.756802155841257,-9.51564976233752,-9.334903618088507,-9.026808831408813,-8.221454500118783,-8.044013454634408,-8.259767075355157,-8.069376943353204,-9.952274640688028,-9.775619826202693,-10.784779133874926,-10.587227091184412,-11.381458595328343,-11.165661299497856
179,35,2023-06-06 17:45:00,-9.894152370119237,-9.657616969062452,-9.334903618088507,-9.026808831408813,-8.221454500118783,-8.044013454634408,-8.216480738245853,-8.034795573646267,-9.936694593252533,-9.75881532565409,-10.764895289242562,-10.560666447541758,-11.381458595328343,-11.165661299497856
180,36,2023-06-06 18:15:00,-9.953549877730923,-9.75756579697024,-9.334903618088507,-9.012578050933886,-8.21869489198309,-8.042041601969329,-8.211690831909554,-8.018509720509273,-9.902855128110303,-9.723201289937316,-10.749923679314156,-10.512357614177928,-11.359053450766602,-11.147222788925008
181,37,2023-06-06 18:45:00,-9.953549877730923,-9.75756579697024,-9.337007587660093,-9.00190883470826,-8.21869489198309,-8.02905860587257,-8.16451262425141,-7.985404961298511,-9.599622979858625,-9.429883997977564,-10.40952209188641,-10.209611439481414,-11.0002299179492,-10.79250028972148
182,38,2023-06-06 19:15:00,-9.96640494460607,-9.77184145398946,-9.38459999001205,-9.00190883470826,-8.21869489198309,-8.02905860587257,-8.14676983579092,-7.970077619783225,-9.599622979858625,-9.429883997977564,-10.40952209188641,-10.209611439481414,-11.0002299179492,-10.79250028972148
183,39,2023-06-06 19:45:00,-9.980453431751677,-9.802556182341863,-9.386682737792048,-9.00190883470826,-8.211194362303678,-8.02905860587257,-8.14676983579092,-7.970077619783225,-9.599622979858625,-9.429883997977564,-10.40952209188641,-10.209611439481414,-11.0002299179492,-10.79250028972148
184,40,2023-06-06 20:15:00,-10.06500821518469,-9.858556862980947,-9.411899254652743,-9.012578050933886,-8.211194362303678,-8.023807109935433,-8.14676983579092,-7.970077619783225,-9.599622979858625,-9.429883997977564,-10.40952209188641,-10.209611439481414,-11.0002299179492,-10.79250028972148
185,41,2023-06-06 20:45:00,-10.376526254659469,-10.151259695722086,-9.43648977205216,-9.033997264807205,-8.211194362303678,-8.023807109935433,-8.16451262425141,-7.985404961298511,-9.910297855843874,-9.726226576707472,-10.498609000956582,-10.298302666281312,-11.239419112780336,-11.023361382985527
186,42,2023-06-06 21:15:00,-10.376526254659469,-10.151259695722086,-9.44383266099382,-9.033997264807205,-8.19423192502258,-7.997637484717851,-8.18867986673024,-7.991340873870406,-9.910297855843874,-9.726226576707472,-10.50818981090737,-10.307239198851091,-11.304911958334497,-11.079042245506912
187,43,2023-06-06 21:45:00,-10.376526254659469,-10.151259695722086,-9.446943579908575,-9.054455900838006,-8.182755001126878,-7.996500299575899,-8.209779089447439,-8.036441521793796,-9.910297855843874,-9.726226576707472,-10.573970064158722,-10.35805860689344,-11.318361762360066,-11.092735309071722
188,44,2023-06-06 22:15:00,-10.376526254659469,-10.151259695722086,-9.507577520663496,-9.09981029808339,-8.173671900737043,-7.968298957723577,-8.236620224926787,-8.043844123227876,-9.91555258521983,-9.736941790720222,-10.60427722943042,-10.38033459885791,-11.319451183677351,-11.099979135714316
189,45,2023-06-06 22:45:00,-10.3218256898416,-10.116523196879676,-9.507577520663496,-9.15018571120695,-8.173671900737043,-7.968298957723577,-8.236620224926787,-8.043844123227876,-9.91555258521983,-9.736941790720222,-10.60427722943042,-10.38033459885791,-11.329986256373656,-11.101484164916128
190,46,2023-06-06 23:15:00,-10.3218256898416,-10.116523196879676,-9.508693773357225,-9.171754894636797,-8.167731128217632,-7.974899845917412,-8.243374277405717,-8.051279835830202,-9.92121206401374,-9.736941790720222,-10.60427722943042,-10.38033459885791,-11.329986256373656,-11.101484164916128
191,47,2023-06-06 23:45:00,-9.879084553485416,-9.682795158841932,-9.524211752709911,-9.173932317233598,-8.13551353814228,-7.928811924999788,-8.243374277405717,-8.051279835830202,-9.92121206401374,-9.736941790720222,-10.666190111533966,-10.412004080183944,-11.333813128726195,-11.102323414970916
192,0,2023-06-07 00:15:00,-9.879084553485416,-9.682795158841932,-9.524211752709911,-9.18304163900548,-8.13551353814228,-7.928811924999788,-8.236620224926787,-8.051279835830202,-9.993725735936303,-9.8177078379319,-10.6936901578953,-10.456511139527162,-11.329986256373656,-11.099979135714316
193,1,2023-06-07 00:45:00,-9.873132466247547,-9.659732422177738,-9.524211752709911,-9.189736922690518,-8.130073919694231,-7.927196628448784,-8.236620224926787,-8.051279835830202,-10.007057943434535,-9.831055846670589,-10.721840919391871,-10.493147230315945,-11.329986256373656,-11.099979135714316
194,2,2023-06-07 01:15:00,-9.873132466247547,-9.659732422177738,-9.524211752709911,-9.20230332427677,-8.13551353814228,-7.928811924999788,-8.236620224926787,-8.063527194671144,-10.02823451373172,-9.845878530782622,-10.747674639057683,-10.525815932629127,-11.332175215200476,-11.099979135714316
195,3,2023-06-07 01:45:00,-9.936222746415844,-9.72417004408497,-9.509787040352029,-9.20230332427677,-8.15046550226898,-7.957459905204592,-8.232762848784297,-8.063527194671144,-10.061863405145637,-9.879626414398391,-10.767510940860292,-10.572370039936828,-11.333813128726195,-11.102323414970916
196,4,2023-06-07 02:15:00,-10.038086677124976,-9.826663260327567,-9.509787040352029,-9.20230332427677,-8.15046550226898,-7.957459905204592,-8.23853527388305,-8.063527194671144,-10.09406359348222,-9.894824283060329,-10.794747095927384,-10.602974368822997,-11.338291521907154,-11.105946974890058
197,5,2023-06-07 02:45:00,-9.936222746415844,-9.72417004408497,-9.509787040352029,-9.211551807945616,-8.13551353814228,-7.928811924999788,-8.23853527388305,-8.063527194671144,-10.103134059191314,-9.914630552449266,-10.816927899419987,-10.637107961979916,-11.341732657177833,-11.11669832416949
198,6,2023-06-07 03:15:00,-10.038086677124976,-9.826663260327567,-9.490205105837028,-9.212781388733118,-8.100643848999853,-7.901353135507371,-8.240557569604018,-8.066728610491412,-10.123395209015651,-9.9402412678827,-10.83399094286708,-10.653398347350011,-11.338291521907154,-11.111544411499157
199,7,2023-06-07 03:45:00,-10.038086677124976,-9.826663260327567,-9.490205105837028,-9.212781388733118,-8.100643848999853,-7.901353135507371,-8.240557569604018,-8.066728610491412,-10.194189671249918,-10.00421746762675,-10.841942714485524,-10.664673360555746,-11.339168889194717,-11.11669832416949
200,8,2023-06-07 04:15:00,-10.372744329905096,-10.17179762529642,-9.455030361889271,-9.20455126644848,-8.132676816276431,-7.91299986559615,-8.240557569604018,-8.066728610491412,-10.214882496936344,-10.019191305465707,-10.84401260648758,-10.669797851703546,-11.341732657177833,-11.11743576389094
201,9,2023-06-07 04:45:00,-10.399859892492708,-10.215092899194609,-9.450153570848792,-9.193774401170192,-8.132676816276431,-7.91299986559615,-8.240557569604018,-8.066728610491412,-10.22147745963931,-10.023072826706356,-10.84401260648758,-10.669797851703546,-11.341732657177833,-11.121215261981996
202,10,2023-06-07 05:15:00,-10.399859892492708,-10.215092899194609,-9.450153570848792,-9.20455126644848,-8.132676816276431,-7.91299986559615,-8.272827412884805,-8.098058477845479,-10.23370333864605,-10.039416607568892,-10.84401260648758,-10.669797851703546,-11.341732657177833,-11.122510603135224
203,11,2023-06-07 05:45:00,-10.399859892492708,-10.215092899194609,-9.444218058654837,-9.20455126644848,-8.148853936093355,-7.942558270022113,-8.286473907796712,-8.11062136927878,-10.251527152531445,-10.057349139527249,-10.84401260648758,-10.669797851703546,-11.339168889194717,-11.122510603135224
204,12,2023-06-07 06:15:00,-10.526245405138608,-10.334367394847574,-9.436895339182527,-9.20455126644848,-8.166010434229063,-7.94991863129827,-8.319323694316877,-8.146740043166519,-10.274494963726324,-10.08659771280453,-10.84583995241162,-10.671283619320024,-11.335822447604958,-11.11743576389094
205,13,2023-06-07 06:45:00,-10.526245405138608,-10.334367394847574,-9.436895339182527,-9.20455126644848,-8.239960738336164,-8.015917386669603,-8.319323694316877,-8.146740043166519,-10.308386175588076,-10.121497520698297,-10.84583995241162,-10.671283619320024,-11.339168889194717,-11.122510603135224
206,14,2023-06-07 07:15:00,-10.532167318344886,-10.340040023860436,-9.436895339182527,-9.205792457271755,-8.239960738336164,-8.015917386669603,-8.319323694316877,-8.146740043166519,-10.308386175588076,-10.121497520698297,-10.84583995241162,-10.671823406672328,-11.335822447604958,-11.122510603135224
207,15,2023-06-07 07:45:00,-10.347432998538048,-10.144878969906989,-9.44117368821839,-9.207017550647944,-8.185387836723132,-7.969551979707894,-8.319323694316877,-8.146740043166519,-10.3145568962307,-10.134994941274485,-10.84583995241162,-10.671823406672328,-11.335822447604958,-11.122510603135224
208,16,2023-06-07 08:15:00,-10.252423711026813,-10.05987197229422,-9.454382408444282,-9.209599053623904,-8.171677697584153,-7.94991863129827,-8.354160229457696,-8.165961588895888,-10.319414314580197,-10.135709288343492,-10.851825322477287,-10.681530521779663,-11.344014346954031,-11.123836298872812
209,17,2023-06-07 08:45:00,-10.347432998538048,-10.144878969906989,-9.44117368821839,-9.207017550647944,-8.185387836723132,-7.969551979707894,-8.375601649845867,-8.166654889764859,-10.3145568962307,-10.134994941274485,-10.851825322477287,-10.681530521779663,-11.344014346954031,-11.123836298872812
210,18,2023-06-07 09:15:00,-10.45974577766391,-10.278719514629936,-9.44888597748874,-9.207017550647944,-8.243288146922964,-8.02965538739295,-8.388392861819867,-8.189688813123677,-10.298651492378662,-10.12723283431619,-10.84583995241162,-10.671823406672328,-11.352650450882113,-11.131135939075952
211,19,2023-06-07 09:45:00,-10.45974577766391,-10.278719514629936,-9.454382408444282,-9.209599053623904,-8.191781882818425,-7.985306575266015,-8.375601649845867,-8.16926557166757,-10.3145568962307,-10.134994941274485,-10.843721006269066,-10.671823406672328,-11.353887646537029,-11.135941747470044
212,20,2023-06-07 10:15:00,-10.47114862397478,-10.283691163430507,-9.454382408444282,-9.209599053623904,-8.185387836723132,-7.985306575266015,-8.386028134501702,-8.189688813123677,-10.34259424393194,-10.157989325691014,-10.843721006269066,-10.671823406672328,-11.35694008289001,-11.136056881958854
213,21,2023-06-07 10:45:00,-10.47114862397478,-10.283691163430507,-9.44888597748874,-9.18961592381533,-8.185980369104115,-7.988089688467182,-8.388392861819867,-8.197425978249639,-10.34259424393194,-10.157989325691014,-10.837950760846455,-10.666596671001704,-11.3600687321482,-11.13935445979977
214,22,2023-06-07 11:15:00,-10.54792450363941,-10.358119017090694,-9.435773495504126,-9.17753906846708,-8.185980369104115,-7.988089688467182,-8.403590932090168,-8.21327550535535,-10.298651492378662,-10.12723283431619,-10.834313104099849,-10.660441880679176,-11.392678700519216,-11.178506489283937
215,23,2023-06-07 11:45:00,-10.54792450363941,-10.358119017090694,-9.435773495504126,-9.17753906846708,-8.191781882818425,-7.99280343668414,-8.403590932090168,-8.21327550535535,-10.298651492378662,-10.12723283431619,-10.832880760030823,-10.66040041608393,-11.398149014255427,-11.18396032562372
216,24,2023-06-07 12:15:00,-10.47114862397478,-10.283691163430507,-9.44888597748874,-9.18961592381533,-8.191781882818425,-7.99280343668414,-8.386281648076448,-8.210687308428522,-10.296910569513628,-10.120752988989963,-10.8133408405199,-10.64249043334881,-11.441054189519718,-11.246920470061896
217,25,2023-06-07 12:45:00,-10.47114862397478,-10.283691163430507,-9.430722803608791,-9.159863554914118,-8.191781882818425,-7.99280343668414,-8.386028134501702,-8.210687308428522,-10.274262875869924,-10.104758315122206,-10.8133408405199,-10.64249043334881,-11.455684034577024,-11.246920470061896
218,26,2023-06-07 13:15:00,-10.401169200858956,-10.185725430321522,-9.430722803608791,-9.159863554914118,-8.220951153878872,-8.029549110455132,-8.386028134501702,-8.210687308428522,-10.27383800191696,-10.097771628616387,-10.812783742942669,-10.642132793059018,-11.46194672371662,-11.248910239303722
219,27,2023-06-07 13:45:00,-10.300288318363853,-10.095748715833704,-9.43969256808625,-9.171056422507991,-8.3635450239736,-8.10501197141391,-8.129605760064406,-7.93140116059916,-10.25956635582277,-10.08170706659726,-10.796847783276638,-10.619683304361391,-11.46194672371662,-11.248910239303722
220,28,2023-06-07 14:15:00,-10.221612258037691,-10.003969638904913,-9.43969256808625,-9.171056422507991,-8.395425653842205,-8.116269359836052,-8.109876093522898,-7.931325973328003,-10.247746307576566,-10.06792735449761,-10.794533002758046,-10.617516267772409,-11.463397245007132,-11.248910239303722
221,29,2023-06-07 14:45:00,-10.098175043330452,-9.901997427084948,-9.44594571258832,-9.17406948078292,-8.395425653842205,-8.116269359836052,-8.107522560742348,-7.904541620332812,-10.2228854485502,-10.041773017798072,-10.794533002758046,-10.617516267772409,-11.463397245007132,-11.2451494735226
222,30,2023-06-07 15:15:00,-9.891378121284086,-9.676051900176862,-9.43969256808625,-9.171056422507991,-8.395425653842205,-8.14048055789949,-8.090311228813592,-7.896950681698074,-10.156225906159186,-9.977303516590492,-10.78532478263509,-10.601182694629363,-11.473966900022877,-11.242303366823858
223,31,2023-06-07 15:45:00,-9.891378121284086,-9.676051900176862,-9.43118584560214,-9.164330104383687,-8.385189619088294,-8.116269359836052,-8.056018274722087,-7.86988874032381,-10.149241760028698,-9.973493513638282,-10.779650879052316,-10.598682836169528,-11.473966900022877,-11.240293917547437
224,32,2023-06-07 16:15:00,-9.675006980871409,-9.45660782403152,-9.43969256808625,-9.171056422507991,-8.385189619088294,-8.116269359836052,-8.039819104461031,-7.857474473852318,-10.143833409918178,-9.970344682588774,-10.743480878059549,-10.55710671240572,-11.473966900022877,-11.23573960638886
225,33,2023-06-07 16:45:00,-9.675006980871409,-9.45660782403152,-9.43969256808625,-9.171056422507991,-8.354289185592135,-8.065381911526904,-7.98966851370235,-7.790625636414258,-10.129761998665376,-9.96050879289554,-10.732495140260424,-10.533614268920518,-11.463661008463989,-11.23398920009557
226,34,2023-06-07 17:15:00,-9.675006980871409,-9.45660782403152,-9.446615329727834,-9.175582451649705,-8.354289185592135,-8.065381911526904,-7.98966851370235,-7.790625636414258,-10.039750645071084,-9.861671474267036,-10.696086370789754,-10.51471535966289,-11.463661008463989,-11.23398920009557
227,35,2023-06-07 17:45:00,-9.701760891780102,-9.484865825981776,-9.47219137676352,-9.21557873223179,-8.354289185592135,-8.065381911526904,-7.98966851370235,-7.790625636414258,-9.92060591123124,-9.738546891337029,-10.694296979421487,-10.5112089576384,-11.463661008463989,-11.218463975132993
228,36,2023-06-07 18:15:00,-9.590031789998918,-9.37719025058791,-9.47219137676352,-9.21557873223179,-8.354289185592135,-8.065381911526904,-7.958085952775206,-7.767689894340465,-9.918547030800486,-9.738250427886832,-10.69226459497501,-10.498045157830813,-11.445785765558156,-11.206135344842403
229,37,2023-06-07 18:45:00,-9.557123801530745,-9.35586811629139,-9.47219137676352,-9.21557873223179,-8.354289185592135,-8.065381911526904,-7.958085952775206,-7.767689894340465,-9.86528195245811,-9.689075881640294,-10.594651058149712,-10.40629234879217,-11.38198103459498,-11.142471748040409
230,38,2023-06-07 19:15:00,-9.36798766816202,-9.205615526421385,-9.47219137676352,-9.21557873223179,-8.354255868592839,-8.065381911526904,-7.958085952775206,-7.767689894340465,-9.37851696188855,-9.210467171058475,-10.14447163418528,-9.953431294995816,-10.8751838987237,-10.654183383667725
231,39,2023-06-07 19:45:00,-9.36798766816202,-9.205615526421385,-9.29746489841608,-9.069526611857814,-8.451131713235824,-8.1439576810621,-8.024322267268644,-7.847762562054222,-9.150329260212889,-8.9865355651282,-9.820424150356336,-9.631517732842536,-10.49322361457564,-10.283243359006132
232,40,2023-06-07 20:15:00,-9.36798766816202,-9.205615526421385,-9.263284540501893,-9.008224525269789,-8.537644595451804,-8.288340764544696,-8.04310646546227,-7.868824515633431,-9.150329260212889,-8.9865355651282,-9.820424150356336,-9.631517732842536,-10.49322361457564,-10.283243359006132
233,41,2023-06-07 20:45:00,-9.701760891780102,-9.484865825981776,-9.263284540501893,-9.008224525269789,-8.537644595451804,-8.312727050713034,-8.153424594034984,-7.977014781178157,-9.150329260212889,-8.9865355651282,-9.820424150356336,-9.631517732842536,-10.49322361457564,-10.283243359006132
234,42,2023-06-07 21:15:00,-10.080922321282438,-9.915839190968253,-9.263284540501893,-9.008224525269789,-8.537644595451804,-8.323446801396274,-8.230699518355243,-8.02713767630584,-9.150329260212889,-8.9865355651282,-9.820424150356336,-9.631517732842536,-10.49322361457564,-10.283243359006132
235,43,2023-06-07 21:45:00,-10.26168881735665,-10.08644386037961,-9.27752148000145,-9.035940421259005,-8.602438469900651,-8.357442213100018,-8.240911597545901,-8.061425642963654,-9.44427209417077,-9.277409383901617,-10.06225934337646,-9.879195231334414,-10.632865379576504,-10.412897927219491
236,44,2023-06-07 22:15:00,-10.415323302214444,-10.21771501900119,-9.27752148000145,-9.035940421259005,-8.607741112358338,-8.377036694541754,-8.240911597545901,-8.061425642963654,-9.866039965966667,-9.69090815035783,-10.580133481203648,-10.390619334680617,-11.159164173941022,-10.932367354583391
237,45,2023-06-07 22:45:00,-10.455295004868848,-10.271542039796834,-9.289413446423648,-9.051713714381902,-8.6643038618123,-8.439107631820933,-8.240911597545901,-8.061425642963654,-9.906068652201672,-9.728608761254952,-10.61833312801985,-10.428064950033344,-11.258419880948292,-11.02757723549298
238,46,2023-06-07 23:15:00,-10.499759365411716,-10.31228698066464,-9.305572655937503,-9.081856282023768,-8.666844888503798,-8.470982390871947,-8.230699518355243,-8.02713767630584,-9.950785436829449,-9.77396500795801,-10.652060415971974,-10.461393440384256,-11.338241678322696,-11.09555615655071
239,47,2023-06-07 23:45:00,-10.510670345987338,-10.327359612068449,-9.305572655937503,-9.085994565634037,-8.666844888503798,-8.470982390871947,-8.148531801934567,-7.971736479114502,-9.950785436829449,-9.77396500795801,-10.657070048009931,-10.464345234634417,-11.278671390251498,-11.032732616706976
240,0,2023-06-08 00:15:00,-10.576559567792184,-10.39453717578065,-9.305572655937503,-9.087566636100613,-8.672332326711567,-8.479049528629767,-8.148531801934567,-7.969148942624308,-10.130026041032233,-9.931973360946694,-10.768351442898885,-10.575903013578754,-11.278671390251498,-11.032732616706976
241,1,2023-06-08 00:45:00,-10.592298298047984,-10.395376824603003,-9.305572655937503,-9.087566636100613,-8.677401425148174,-8.49419146819884,-8.131987428460297,-7.941169860400991,-10.130026041032233,-9.931973360946694,-10.768351442898885,-10.575903013578754,-11.278671390251498,-11.043805810917569
242,2,2023-06-08 01:15:00,-10.596061907042856,-10.40365178596078,-9.288625391557382,-9.087566636100613,-8.677401425148174,-8.49419146819884,-8.131530409293141,-7.940361384196443,-10.130026041032233,-9.931973360946694,-10.768351442898885,-10.575903013578754,-11.29010326725087,-11.05613336335857
243,3,2023-06-08 01:45:00,-10.623233722030124,-10.404799343174131,-9.28507447323455,-9.085994565634037,-8.677401425148174,-8.49419146819884,-8.128138592769174,-7.936082141048903,-10.130026041032233,-9.931973360946694,-10.768351442898885,-10.575903013578754,-11.336430435553885,-11.09555615655071
244,4,2023-06-08 02:15:00,-10.623233722030124,-10.404799343174131,-9.28507447323455,-9.085994565634037,-8.627078398386498,-8.441664440617275,-8.116933081594686,-7.936082141048903,-9.944115982054754,-9.750357477290644,-10.768351442898885,-10.575903013578754,-11.336430435553885,-11.09555615655071
245,5,2023-06-08 02:45:00,-10.596061907042856,-10.40365178596078,-9.27605871818636,-9.084561954779938,-8.61384790104512,-8.434026319592482,-8.05746534524729,-7.883824794566489,-9.944115982054754,-9.750357477290644,-10.768351442898885,-10.575903013578754,-11.336430435553885,-11.09621093045483
246,6,2023-06-08 03:15:00,-10.592298298047984,-10.395376824603003,-9.274999590469209,-9.084561954779938,-8.609327878974247,-8.420304653560367,-8.05746534524729,-7.883824794566489,-9.944115982054754,-9.750357477290644,-10.768351442898885,-10.575903013578754,-11.352496425180735,-11.122083152807846
247,7,2023-06-08 03:45:00,-10.354071028256644,-10.137555479629675,-9.268603774987913,-9.06944562658194,-8.563930862182815,-8.389240295773824,-8.05746534524729,-7.883824794566489,-9.944115982054754,-9.750357477290644,-10.791724411211415,-10.614026299458953,-11.367047509476311,-11.127251890746772
248,8,2023-06-08 04:15:00,-10.354071028256644,-10.137555479629675,-9.268603774987913,-9.06944562658194,-8.488311747575613,-8.305113770331738,-8.116933081594686,-7.942862118616639,-10.036798666220246,-9.825165881938997,-10.800464930472964,-10.631611977240118,-11.374724322379164,-11.127527083435991
249,9,2023-06-08 04:45:00,-10.354071028256644,-10.137555479629675,-9.266713933599792,-9.067396322137697,-8.488311747575613,-8.305113770331738,-8.116933081594686,-7.942862118616639,-10.162904258810602,-9.952657492751236,-10.800464930472964,-10.631611977240118,-11.375472301843788,-11.13203162428501
250,10,2023-06-08 05:15:00,-10.354071028256644,-10.137555479629675,-9.251554636965924,-9.073937324647629,-8.488311747575613,-8.305113770331738,-8.131388080693599,-7.94689034356187,-10.181542424287487,-9.977131662342188,-10.800464930472964,-10.631611977240118,-11.408153929774452,-11.144488237609355
251,11,2023-06-08 05:45:00,-10.425509190520334,-10.225386172470806,-9.248744772300192,-9.066143544849467,-8.488311747575613,-8.305113770331738,-8.13428583795367,-7.956287699035477,-10.194589984256284,-9.991095612390906,-10.800464930472964,-10.631611977240118,-11.44415906234673,-11.168982596429055
252,12,2023-06-08 06:15:00,-10.425509190520334,-10.225386172470806,-9.241281698232417,-9.064200203614783,-8.549704429070312,-8.374136754048145,-8.161058106933961,-7.974390572003498,-10.21360726220777,-10.008753493167111,-10.773066308488088,-10.610384392433714,-11.554306526486537,-11.188281680857315
253,13,2023-06-08 06:45:00,-10.460533499346408,-10.265743075676008,-9.236210083146124,-9.063470634679796,-8.5499926055533,-8.374895745175733,-8.177851526289357,-7.988631907494555,-10.222181855383475,-10.00989514473794,-10.75374990021912,-10.59376631862458,-11.8862296315401,-11.29848437569751
254,14,2023-06-08 07:15:00,-10.460954205633644,-10.268981055931194,-9.226533988415468,-9.057638962256638,-8.557998923128219,-8.388925715063658,-8.177851526289357,-7.988631907494555,-10.222181855383475,-10.00989514473794,-10.671260124269498,-10.51197717329344,-12.063147056631296,-11.591934003986648
255,15,2023-06-08 07:45:00,-10.460954205633644,-10.268981055931194,-9.213065825095098,-9.039969110261236,-8.557998923128219,-8.388925715063658,-8.177851526289357,-7.988631907494555,-10.231300242821932,-10.046769055236288,-10.604025795480226,-10.443685808206206,-12.129953001892645,-11.907625661019958
256,16,2023-06-08 08:15:00,-10.47989629006872,-10.28747791723775,-9.19362651488852,-9.02431042433196,-8.570898970929969,-8.392156831722248,-8.230760324771772,-8.048575933889007,-10.231300242821932,-10.046769055236288,-10.578533864243465,-10.348239066278325,-12.129953001892645,-11.93645659623395
257,17,2023-06-08 08:45:00,-10.528746923032411,-10.34187916228266,-9.182020589289428,-9.0108168945661,-8.570898970929969,-8.392156831722248,-8.230760324771772,-8.048575933889007,-10.231300242821932,-10.046769055236288,-10.578533864243465,-10.333409384610848,-12.129953001892645,-11.93645659623395
